VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE
3HRS9EED0LH255650,13025,"Steering Wheel Spoke Cover, PER GOODWILL ASSISTANCE, CUSTOMER HAS A DEDUCTIBLE OF $86.45",CUSTOMER STATES THE STEERING WHEEL BEZEL IS PEELING.,01/12/2024,APPLIQUE ASM-STRG WHL TR SPOKE CVR *VULCAN,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,NextGen Motors,VALDOSTA,13-26192/159183,LibertyRide Auto,VALDOSTA,GA,1,316026802,47,"59,192",0,0-0890,LGMXT05.3386,US,48,FE9,FTB,50,FREG_POL,214.4,214.4,78,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",812040194,A2200220HGUX2088,287827.0,S2200210BKJX2982,2809182089,8,1,Y,TF10543,1500,10.0,0,1
1HKS2JKR2NR336997,13073,replaced steering wheel no further action required.,CUSTOMER STATES STEERING WHEELS STICHING COMING APART,01/12/2024,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1YGF,ARL,US,Liberty Drive,MIAMI,13-26329/312777,Highlander Car Sales,HOMESTEAD,FL,1,330341829,18,"32,616",0,0-0890,T03.0353,US,48,FE9,FTB,130,FREG,454.63,454.63,73.62,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2222922CVCX0009,287827.0,S1222471CNJX0228,2821704292,8,1,N,TF10906,1500,10.0,0,1
1HCFDEED3SZ308171,13037,Replaced steering wheel,WRAP ON THE STEEERING WHEEL IS PEELING ***NEED PRA DONE BY MANAGEMENT****,01/12/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,DreamCars Auto,GRAND FORKS,13-04703/111708,HorizonView Auto,GRAND FORKS,ND,1,582016720,4,"8,678",0,0-0312,T05.3386,US,13,FE9,FTB,130,FREG,456.98,456.98,69.06,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",2127157,T2212491MF1X0970,17749294.0,R2210822CKJX0278,2820422129,4,1,Y,CF10543,1500,10.0,0,1
1HYKNHRS1LZ157005,13025,REPLACE STEERING WHEEL SWITCH TRIM (SOP PART BEFORE WARRANTY EXPIRATIO N),C/S CARBON FIBER APPLIQUE ON STEERING WHEEL IS PEELING OFF. SOP IN,01/12/2024,COVER-STRG WHL SPOKE *HI GLOSS V-C,Steering Wheel Spoke Cover Replacement,Global Crossover Vehicles,4 Door Utility,C1UL,SHT,US,Legacy Vehicle Sales,CLEARWATER,12-21098/169196,RapidRoad Motors,PINELLAS PARK,FL,1,337812655,50,"56,575",0,0-0312,LGMXT03.6151,US,12,FE9,FTB,50,FREG_POL,695.8,695.8,57.26,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3W,"TRANSMISSION BYT 9 SPD, 9T65, ETRS GEN 1",37749264,W2291470HYBX0492,822972980.0,22291280KKBP2422,2809272972,4,1,Y,6NJ26,Sport,37.0,0,1
1HRFFHEL8RZ133325,13048,"TECH WAS ABLE TO VERIFY CUSTOMERS CONCERN OF HEATED STEERING WHEEL INOP. TECH CHECKED CONNECTION TO THESTEERINGWHEELANDFOUNDHEATING STEERING WHEEL HAS INTERNAL MALFUNCTION AT HARNESS(BROKEN), ORDERED/INSTALLED NEW STERRING WHEEL, OAD",CUST STS THE HEATED STEERING WHEEL WILL TURN ON AT TIMES AND THE TURN OFF ON ITS OWN AND NOT WORK. MOST OF THE TIMETHEWHEELWILLNOTTURN ON AND WORK,01/15/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,OS2,CA,Horizon Drive Motors,WESTVILLE,13-15262/161175,SilverStone Auto,WESTVILLE,NJ,1,80931325,1,583,0,0-0890,T05.3330,US,13,NE1,FUG,130,FREG,592.1,1006.1,165.58,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2212844MGSX2298,17749294.0,R2212792CKJX2218,2809440924,14,1,Y,CF10543,1500,15.0,0,1
1HCFYEED6NZ182017,13040,0130 Labor 0.4 -Removed and replaced steering wheel with correct unit. Verified operation.,TRIM OR MOULDING DIAGNOSIS TRIM OR MOULDING DIAGNOSIS - C/S: CUSTOMER REQUEST ED TO INSTALL CORRECT STEERING WHEEL PER SOP - PREVRO 6012971,01/15/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,Summit Car Trading,CASTLE ROCK,13-36101/314339,CrownCar Dealership,CASTLE ROCK,CO,1,801041922,23,"24,983",0,0-0312,T05.3386,US,13,FE9,FTB,130,FREG,299.77,299.77,91.4,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQE,"BYT 8 SPD, 8L90, ATSS, CPA, GEN 1",249196973,K2220222JW9X1892,8042172.0,B2220222XNLX9720,2809401941,6,1,N,CF18543,1500,10.0,0,1
1HCFDEED5SZ117691,13025,"PER LAST REPAIR ORDER, REPLACED STEERING WHEEL. PRA#493156300000",INSTALL SOP. CUSTOMER STATES STITCHING ON STEERING WHEEL IS COMING APART,01/15/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,Oakwood Motors,BOLINGBROOK,13-11298/227245,NorthStar Wheels,BOLINGBROOK,IL,1,604403522,12,"24,925",0,0-0890,T05.3386,US,13,Unknown,FTB,130,FREG,432.68,432.68,113.09,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",2127157,T1222871MF1X0294,17749294.0,R2222892CKJX0778,2809189012,4,1,N,CF10543,1500,10.0,0,1
3HNKBHRS8SS220860,13029,TECH DUPLICATED C-C. FOUND THERE TO BE A DEFECT IN THE LEATHER WRAP ON THE TOP OF THE STEERING WHEEL. RECOMMEND REPLACING STEERINGWHEEL TO FIX CONCERN. TECH REPLACED STEERING WHEEL.,-C/C BACK OF THE STEERING WHEEL HAS A BUMP THAT CATCHES THE HAND WHENE VER YOU STEER THE WHEEL - PARTS IN SOR M19630,01/15/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Crossover SUV,4 Door Utility,C1UC,RAM,MX,PremiumAuto Traders,SUMMERSIDE,14-87095/121126,UrbanPeak Auto,SUMMERSIDE,PE,1,C1N4T8,7,"12,782",0,0-0890,T03.6151,CA,14,FE9,FTB,130,FREG,249.69,,61.57,LGX,"GAS, 6 CYL, 3.6L, V6, DI, DOHC, VVT, ALUM, GEN 2",M3V,"BYT 9 SPD, 9T65, GEN 1",37749264,W2212292JDRX0490,822972980.0,22212299CKBP2994,2809172799,4,1,N,1NR26,2LT,16.0,0,1
1HR49SE7XRF103023,13026,"INSPECTED STEERING WHEEL, FOUND LEATHER PEELING AT BOTTOM OFSTEERING WHEEL DUE TO FAILED ADHESIVE, REPLACED STEERING WHEEL",CUST STATES STEERING WHEEL MATERUIAL DELAMINATION AT BOTTOM,01/15/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,UrbanDrive Sales,WEST CHESTER,13-18721/318683,Redwood Car Traders,BRIDGETON,NJ,1,83021210,10,"29,910",0,0-0890,D06.6230,US,48,NE1,FUM,130,FREG,487.54,487.54,71.41,L8T,"GAS, 8 CYL, 6.6L, SIDI, VVT, CAST IRON",MKM,"BYT 10 SPD, RWD 4.54 1ST, 2.86 2ND, 2.06 3RD, 1.7 1 4TH, 1.48 5TH, 1.26 6TH, 1.00 7TH, 10L",2127157,T2210924MGUX2424,8042172.0,Y0210881MSFX0080,2809417819,4,1,Y,TF20743,2500,10.0,0,1
3HRFFEE82RH175165,13029,REPLACE STEERING WHEEL ASSEMBLY CHECK OPERATION OK PRA # 496439500000,"CUSTOMER STATES STEERING WHEEL DOES NOT HEAT, BUTTON PUSHED AND TURNS OFF IMMEDIATELY, PARTS ORDERED.",01/16/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,SIL,MX,Nova Car Dealership,ROSEVILLE,11-44425/117433,MetroDrive Auto Sales,MANKATO,MN,1,560015400,2,"1,996",0,0-0310,T03.0354,US,48,FE9,FTB,130,FREG,511.39,511.39,72.57,LZ0,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, ALUM, CSS50V, VAR. 2",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2212994M8UX0120,287827.0,S1211071CNJX2104,2809889290,4,1,N,TF10743,1500,10.0,0,1
3HCND9ED5SH144160,13027,REPLACED STEERING WHEEL.,Steering wheel strings loose .,01/16/2024,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Trucks,Single Cab,T1RCF,SIL,MX,CityWide Motors,KUWAIT CITY,72-32325/122620,BlueRidge Motors,KUWAIT CITY,Unknown,4,Unknown,4,"4,421",0,0-0312,Unknown,KW,72,Unknown,FTB,130,FREG,297.03,297.03,20,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",812040194,A2221281MF1X2447,287827.0,S2221212CKJX0718,2809421088,4,1,N,CF10703,1500,15.0,0,4
1HYKSSRL1RZ101481,13039,REMOVED AND REPLACED STEERING WHEEL,CUSTOMER STATES THE STEERING WHEEL IS BUBBLING ON INSIDE LEF T SIDE,01/16/2024,WHEEL ASM-STRG *BACKEN BLACKK,Steering Wheel Replacement,BEV,4 Door Utility,L233,SHT,US,GrandView Autos,SMITHTOWN,13-02015/169651,SwiftRoad Car Sales,BAY SHORE,NY,1,117061211,7,"7,199",0,0-0312,J00.0017,US,12,NE1,FF6,130,FREG,737.49,737.49,84.22,EN0,NONE,MF1,NONE,Unknown,Unknown,8042172.0,Unknown,2809907807,16,1,Y,6MB26,Tech-2,10.0,0,1
1HR49REY4SF251024,13029,INSPECTED AND CONFIRMED STEERING WHEEL LEATHER COMING APART. SUBMITTED PRA AND WAS APPROVED. NECESSARY TO REMOVE ANDREPLACESTEERINGWHEEL PRA# 495602900000,C/S: CUST STATES LEATER AT THE BOTTOM OF THE STEERING WHEELE IS COMING APART PLEASE SEE HISTORY FOR APPROVED PRA ONPREVIOUSROPRA#495602900000,01/16/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,AutoMax Traders,JACKSONVILLE,11-29473/309845,Vanguard Auto Group,SAINT AUGUSTINE,FL,1,320864239,10,"22,629",0,0-0310,D06.6385,US,48,FE9,FTB,130,FREG,521.02,521.02,90.02,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R2210481MRAX0489,8042172.0,Y0222780MKFX0277,2809880890,8,1,N,TF20743,2500,18.0,0,1
3HCFDFED5SH364828,13030,REMOVED AND REPLACED HEATED STEERING WHEEL MODULE. CLEAR CODES RECHECK OK. HEATED STEERING WHEEL NOW OPERATING AS DESIGNED.2400---------.6 DIAG------------1.0,CUSTOMER STATES STEERING HEATING BUTTON TURNS OFF AFTER 1 MINUTE AND CANNOT BE TURN BACK ON - CHECK AND ADVISE,01/16/2024,Unknown,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1CCF,SIL,MX,Horizon Auto Sales,VENTURA,13-20488/318645,IronClad Wheels,VENTURA,CA,1,930038585,1,697,0,0-0890,T05.3386,US,13,YF5,FUC,2400,FREG,330.16,468.16,330.16,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",812040194,A2212791MF1X2247,287827.0,S1212242CKJX0982,2809782877,2,1,N,CF10543,1500,18.0,0,1
2HC4YSEY1S1701193,13030,REPLACED HEATED STEERING WHEEL MODULE. VERIFIED PROPER OPERATION,CUSTOMER STATES HEATED STEERING WHEEL INOP SOP HERE,01/16/2024,MODULE ASM-STRG WHL HT CONT,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1CCH,OS2,CA,Liberty Lane Motors,COTTONDALE,13-08499/193576,LegacyAuto Traders,COTTONDALE,AL,1,354534327,12,"26,487",0,0-0890,D06.6385,US,13,Unknown,FTB,2400,FREG,227.2,227.2,131.06,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R1222721MRAX0207,8042172.0,Y0222910MKFX0172,2809784288,2,1,N,CF20743,2500,23.0,0,1
1HKS2JKL9MR285352,13030,WHEEL COMING APART AT STITCHING. REPLACE STEERING WHEEL 0130 0.4 PR A ATTACH #483410100000,CUSTOMER STATES THAT THE STEERING WHEEL COVER IS COMING APART.,01/17/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1YGF,ARL,US,Redline Autos,SIGNAL HILL,11-46346/118677,CrystalPeak Motors,SIGNAL HILL,CA,1,907551909,35,"28,635",0,0-0890,T06.2375,US,48,YF5,FUF,130,FREG,519.97,519.97,86.57,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MQC,"BYT 10 SPD, 10R80, ATSS, ETRS, CPA, GEN 2",249196973,K2220292CU8X1719,287827.0,S2220492CFJX2190,2809782194,4,1,N,TF10906,1500,10.0,0,1
1HNSKRKD0RR120386,13030,"ACCESSED, REMOVED AND REPLACED THE STEERING WHEEL WITH ALL OTHER RELATED NEW SEALS GASKETS AND/OR NON-REUSABLE HARDWARE ANDREINSTALLED ALL COMPONENTS REMOVED FOR REPAIRS IN THE REVERSE ORDER OF REMOVAL. THE SYSTEM IS NOW OPERATING AS DESIGNED.,0130",STEERING WHEEL DAMAGED IN TRANSIT - TEAR/RIP ON RIGHT HAND SIDE ABOVE HAND CONTROLS FOR DIC - REFERENCE PDI RO WHERE DAMAGE WASCAUGHT RO IS 567382,01/17/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Utility,4 Door Utility,T1UCF,ARL,US,Velocity Car Sales,SAINT CLOUD,13-04248/111492,RedRock Auto Co.,SAINT CLOUD,MN,1,563013832,0,3,0,0-0890,T05.3386,US,13,FE9,FTB,130,FREG,411.41,411.41,62.06,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2211181MF1X0909,287827.0,S2211222CKJX2978,2809712980,6,1,Y,CF10706,1500,10.0,0,1
1HCFDEER5NZ580922,13026,tech 573 Replaced heated steering wheel module,HEATED STEERING WHEEL INOP,01/17/2024,MODULE ASM-STRG WHL HT CONT,Heated Steering Wheel Module Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,EliteCar Dealership,CRANBROOK,14-82077/120490,PrestigeCar Sales,CRANBROOK,BC,1,V1C3T1,10,"35,617",0,0-0310,Unknown,CA,14,FE9,FTB,2400,FREG,270.52,284.04,206.58,LM2,"DIESEL, 6 CYL, 3.0L, CRI, L6, DOHC, TURBO, VGT, AL UM, CSS50V",MQC,"BYT 10 SPD, 10L80, ATSS, ETRS, CPA, GEN 2",70628511,V2222782CVCX0429,17749294.0,R2222781CNJX0092,2809492491,2,1,N,CF10543,1500,16.0,0,1
1HRS9EED3MZ313803,13035,TESTED AND VERIFIED HEATED STEERING WHEEL INOP. LIGHT TURNS ON BUT WHE EL WILL NOT GET WARM. CHECKED FOR CODES- NO CODES. CHECKEDFOR BULLETI NS - NONE RELATED. TESTED AS PER SI DIAGNOSIS - INTERNAL HEATING ELEME NT HAS FAILED. WILL NEED TO REPLACE STEERINGWHEEL. SUBMITTED PRA AND GOT APPROVAL FOR WHEEL REPLACEMENT. REPLACED STEERING WHEEL AND TESTED - ALL OK. PRA AUTH CODE-496425100000 LOC 0130 (BASE+DIAG),INSPECT AND ADVISE........HEATED STEERING WHEEL IS NON-OPP.,01/18/2024,WHEEL ASM-STRG *BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGF,FTW,US,Silvercrest Autos,SURREY,14-81004/234107,TitanDrive Motors,ABBOTSFORD,BC,1,V2T5M1,32,"45,624",0,0-0310,T05.3386,CA,14,FE9,FTB,130,FREG,423.92,445.12,74.2,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",2127157,T2222012CU7X2279,17749294.0,R2222042BKJX0249,2820049088,6,1,N,TF10543,1500,10.0,0,1
2HCFDEED4R1147650,13030,"removed air bag, replaced steering wheel, reinstalled airbag. no further action required","CUSTOMER STATES THE STEERING WHEEL IS PEELING, REFERENCE PREVIOUS REPAIR ORDER 6140479, MANAGER SUBMITTED FOR PREAUTHORIZATION AND RECEIVED APPROVAL CODE 493245700000",01/18/2024,WHEEL ASM-STRG *VERY DARK AT,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,OS2,CA,MetroAuto Traders,STILLWATER,13-05361/112424,DreamCar Auto Sales,STILLWATER,OK,1,740741552,3,"4,566",0,0-0890,T05.3330,US,13,FE9,FTB,130,FREG,500.38,500.38,74.99,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2212844MGSX0749,17749294.0,R2212822CKJX0791,2809788409,4,1,Y,CF10543,1500,34.0,0,1
1HR49XEY0RF190021,13028,NECESSARY TO REPLACE STEERING WHEEL SPOKE COVER AND RETEST. OK,STEERING WHEEL TRIM AS PER LAST REPAIR ORDER,01/18/2024,APPLIQUE ASM-STRG WHL TR SPOKE CVR *JET BLACK,Steering Wheel Spoke Cover Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,Riverside Motors,LAKE CHARLES,48-51076/308210,SummitStar Motors,LAKE CHARLES,LA,1,706073232,5,"10,261",0,0-0890,D06.6385,US,48,FE9,FTB,50,FREG,315.63,403.63,86.79,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R4212824JFHX0082,8042172.0,Y0212221MKFX0187,2809929908,2,1,N,TF20743,2500,18.0,1,1
1HR19SEY5RF265525,13054,"DIAGNOSIS OF OPEN CIRCUIT INSIDE WHEEL. REPLACE STEERING WHEEL ( 0130 .3+ .4= .7 HRS ),Steering Wheel Replacement GM PREAUTH# 498654000000","CHECK AND REPORT STEERING WHEEL ONLY STAYS LUKE WARM, AND DOESNT WORK AFTER 5 MIN OR SO-it won't turn on",01/19/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CGH,FLT,US,Sterling Auto Group,WINNIPEG,14-95298/171152,VelocityEdge Auto,MISSISSAUGA,ON,1,L4W2M7,1,"9,021",0,0-0310,D06.6375,CA,14,FE9,FTB,130,FREG,405.29,457.98,83.26,L5P,"DIESEL, 8 CYL, 6.6L, DI, V8, TURBO, DURAMAX, GEN 5 VAR. 1",MGM,"BYT 10 SPD, 10R1000, GRX, GEN 1, VAR 1",79253428,R2212894JFHX0788,8042172.0,Y0212891MKFX2099,2822999949,4,1,N,TF20743,2500,23.0,0,1
1HCFYEEL0NZ210174,13056,REMOVE AND REPLACE STEERING WHEEL DUE TO LEATHER DEFECT.,STEERING WHEEL LEATHER IS LOOSE ON BOTTOM,01/20/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,Sapphire Auto Sales,GRAND RAPIDS,13-44044/115181,TruePeak Motors,GRAND RAPIDS,MI,1,495121613,23,"35,452",0,0-0316,T06.2375,US,13,FE9,FTB,130,FREG,259.93,787.93,66.47,L87,"GAS, 8 CYL, V8, 6.2L, DI, DFM, ALUM, GEN 5",MQB,"BYT 10 SPD, 10L80, ATSS, CPA, GEN 2",2127157,T2220122JW4X0820,17749294.0,R2220182XKJX0922,2820898281,6,1,Y,CF18543,1500,37.0,0,1
1HCFDEED0NZ543303,13030,REMOVED AND REPLACED STEERING WHEEL ASSEMBLY.,C/S: CLIENT STATES STEERING WHEEL PULLING APART INSTALL SOPSTEERING WHEEL PRE AUTH IN HISTORY,01/22/2024,WHEEL ASM-STRG *JET BLACK,Steering Wheel Replacement,Full-Size Trucks,Crew Cab,T1CCF,FTW,US,PowerDrive Motors,NEW CASTLE,13-15248/260637,Sterling Auto Traders,NEW CASTLE,DE,1,197203125,15,"35,201",0,0-0312,T05.3386,US,13,NE1,FUC,130,FREG,514,514.0,77.1,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MHS,"BYT 10 SPD, 10L80, GRX, GEN 1, ATSS, ETRS, VAR 1",249196973,K2222122JW9X0288,17749294.0,R2220972CKJX0987,2809777780,4,1,N,CF10543,1500,15.0,0,1
1HCRYDED2NZ208869,13037,TEST DROVE AND CONFIRMED CUSTOMER COMPLAINT BROUGHT IN SCANNED AND CHE CKED BULLETINS REQUIRE MORE TIME TO REMOVE AIR BAG ANDLOOKAT STEERIN G WHEEL AUTH C. J. 1327 JAN 23 2023 ST APPROX 1.0 DISABLED SRS SYSTEM REMOVED AIR BAG AND STEERING WHEEL FOUNDSTEERINGWHEEL IS OFF CENTER REPAIRED SPLINES IN ORDER TO GET STEERING WHEEL LINED UP LINED STEERIN G WHEEL UP WITH WHERE STEERINGWHEEL ISKEYED PUT BACK ON TORQUED TO S PECIFICATION PUT AIR BAG BACK TEST DROVE AND CONFIRMED STEERING WHEEL IS NOW STRAIT NOT ASSTRAITON SOME ROADS DEPENDING ON ROAD CROWN,"CUSTOMER REPORTS AFTER HEATED STEERING WHEEL RETROFIT, STEERING WHEEL IS OFF CENTRE NOW. CHECK AND ADVISE / /",01/23/2024,Unknown,Steering Wheel Replacement,Full-Size Trucks,Extended Cab,T1ECF,FTW,US,Summit Ridge Autos,KELOWNA,14-81160/292281,NovaCar Sales,KELOWNA,BC,1,V1X4H8,23,"26,802",0,0-0315,T05.3386,CA,14,FE9,FTB,130,FREG,121.88,127.98,127.98,L84,"GAS, 8 CYL, 5.3L, V8, DI, DFM, ALUM, GEN 5",MQE,"BYT 8 SPD, 8L90, ATSS, CPA, GEN 1",2127157,T2220422JW9X0999,8042172.0,C2241802XNLX0099,2809889909,6,1,Y,CF18753,1500,18.0,0,1
